"StationUID","StationID","AuthorityID","StationNameZh_tw","StationNameEn","PositionLat","PositionLon","GeoHash","StationAddressZh_tw","StationAddressEn","StopDescription","BikesCapacity","LocationCity","LocationCityCode","LocationTown","LocationTownCode","InfoDate"
"TPE500105026",500105026,"TPE","YouBike2.0_考試院","YouBike2.0_Examination Yuan",24.98747,121.54984,"wsqqjuvfs","試院路(雙號)/木柵路一段(東北側)","Shiyuan Rd.(Double number)/ Sec. 1, Muzha Rd. (Northeast)",NA,22,NA,NA,NA,NA,"2023-05-31"
"TPE500105027",500105027,"TPE","YouBike2.0_和興路26巷口","YouBike2.0_No. 26, Hexing St. Intersection",24.98573,121.54532,"wsqqjud87","和興路44巷 / 和興路26巷口","No. 44, Hexing St./No. 26, Hexing St. Intersection",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105028",500105028,"TPE","YouBike2.0_世新大學","YouBike2.0_Shih Hsin University",24.98859,121.54336,"wsqqjv11j","木柵路一段17巷1號(西側)","No. 1, Ln. 17, Sec. 1, Muzha Rd. (West)",NA,30,NA,NA,NA,NA,"2023-05-31"
"TPE500105029",500105029,"TPE","YouBike2.0_一壽橋","YouBike2.0_Yishou Bridge",24.97837,121.55548,"wsqqn51vx","樟新街64號前方","No. 64, Zhangxin St.",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500105030",500105030,"TPE","YouBike2.0_臺北市立景美女中","YouBike2.0_Jingmei Girls High School",24.98058,121.55624,"wsqqn5dd3","木新路三段/一壽街(西北側)","Sec. 3, Muxin Rd./Yishou St. (Northwest)",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500105031",500105031,"TPE","YouBike2.0_永安藝文館-表演36房","YouBike2.0_Performing Arts School 36",24.98414,121.56907,"wsqqnk5zh","木新路二段156號前人行道(永安市場)","No. 156, Sec. 2, Muxin Rd. (Yongan Market)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105032",500105032,"TPE","YouBike2.0_忠順區民活動中心","YouBike2.0_Zhongshun Community Center",24.98471,121.56332,"wsqqnhrdq","忠順街二段22號前方人行道(忠順區民活動中心)","No. 22, Sec. 2, Zhongshun St.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105033",500105033,"TPE","YouBike2.0_景文中學","YouBike2.0_Jingwen Bilingual High School",24.98574,121.56745,"wsqqnkd8q","保儀路/木柵路三段102巷口(西南側)","Baoyi Rd./Ln. 102, Sec. 3, Muxin Rd. Intersection (Southwest)",NA,36,NA,NA,NA,NA,"2023-05-31"
"TPE500105034",500105034,"TPE","YouBike2.0_老泉街籃球場","YouBike2.0_Laoquan St. Basketball Court",24.97619,121.5583,"wsqqn4u0c","老泉街26巷老泉街口(籃球場前)","Ln. 26, Laoquan St. Intersection",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105035",500105035,"TPE","YouBike2.0_文山行政中心","YouBike2.0_Wenshan District Admin. Center",24.98959,121.56959,"wsqqnmhqb","木柵路三段220號(前)","No. 220, Sec. 3, Muzha Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500105036",500105036,"TPE","YouBike2.0_木柵公園","YouBike2.0_Muzha Park",24.98718,121.56059,"wsqqnhv8z","興隆路四段50號(前)","No. 50, Sec. 4, Xinglong Rd.",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500105037",500105037,"TPE","YouBike2.0_興隆公共住宅D2區","YouBike2.0_Xinglong Public Housing (D2)",24.98814,121.56356,"wsqqnhzyk","興隆路四段105巷49號(旁)","No. 49, Ln. 105, Sec. 4, Xinglong Rd.",NA,19,NA,NA,NA,NA,"2023-05-31"
"TPE500105038",500105038,"TPE","YouBike2.0_木新路3段95巷口","YouBike2.0_Ln. 95, Sec. 3, Muxin Rd. Intersection",24.98088,121.56313,"wsqqn5xs4","木新路三段95巷30號(對面)","No. 30, Ln. 95, Sec. 3, Muxin Rd. (Opposite)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500105039",500105039,"TPE","YouBike2.0_樟腳里公園","YouBike2.0_Zhangjiaoli Park",24.98181,121.56567,"wsqqn7c3t","木新路二段299巷15號(旁)","No. 15, Ln. 299, Sec. 2, Muxin Rd. (Opposite)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105040",500105040,"TPE","YouBike2.0_實踐國中","YouBike2.0_Shijian Junior High School",24.98301,121.55404,"wsqqnh0bw","忠順街一段2號(旁)","No. 2, Sec. 1, Zhongshun St.",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105041",500105041,"TPE","YouBike2.0_指南路3段2巷","YouBike2.0_Ln. 2, Sec. 3, Zhinan Rd.",24.98537,121.57959,"wsqqns7w3","指南路三段4號(旁)","No. 4, Sec. 3, Zhinan Rd.",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500105042",500105042,"TPE","YouBike2.0_萊茵公園","YouBike2.0_Laiyin Park",24.98642,121.56514,"wsqqnk9h3","忠順街二段87巷25弄29號","No. 29, Aly. 25, Ln. 87, Sec. 2, Zhongshun St.",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105043",500105043,"TPE","YouBike2.0_木柵社會住宅","YouBike2.0_Muzha Social Housing",24.98935,121.56651,"wsqqnm4j8","久康街24巷46號對側","No. 46, Ln. 24, Jiukang St. (Opposite)",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500105044",500105044,"TPE","YouBike2.0_秀明路一段185巷口","YouBike2.0_Ln. 185, Sec. 1, Xiuming Rd. Intersection",24.99151,121.56836,"wsqqnme6h","秀明路一段與秀明路一段185巷口","Sec. 1, Xiuming Rd. & Ln. 185, Sec. 1, Xiuming Rd. Intersection",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500105045",500105045,"TPE","YouBike2.0_秀明路一段129巷口","YouBike2.0_Ln. 129, Sec. 1, Xiuming Rd. Intersection",24.99111,121.56703,"wsqqnm6rv","秀明路一段129巷與秀明路一段路口","Ln. 129, Sec. 1, Xiuming Rd. & Sec. 1, Xiuming Rd. Intersection",NA,22,NA,NA,NA,NA,"2023-05-31"
"TPE500105046",500105046,"TPE","YouBike2.0_恆光橋(老泉街)","YouBike2.0_Hengguang Bridge (Laoquan St.)",24.97989,121.56753,"wsqqn76y2","老泉街/恆光街口","Laoquan St. & Hengguang St. Intersection",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500105047",500105047,"TPE","YouBike2.0_萬有3號公園","YouBike2.0_Wan You NO.3 Park",24.99889,121.5433,"wsqqjycjh","景隆街105號(對面)","No. 105, Jinglong St. (Opposite)",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105048",500105048,"TPE","YouBike2.0_捷運萬芳醫院站(興隆路三段115巷)","YouBike2.0_MRT Wanfang Hospital Sta. (Ln. 115, Sec. 3, Xinglong Rd.)",24.99939,121.55848,"wsqqnph0j","興隆路三段115巷2號","No. 2, Ln. 115, Sec. 3, Xinglong Rd.",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500105049",500105049,"TPE","YouBike2.0_興得閱覽室","YouBike2.0_Xingde Reading Room",24.99579,121.55498,"wsqqnn3eh","興隆路三段304巷145號","No. 145, Ln. 304, Sec. 3, Xinglong Rd.",NA,24,NA,NA,NA,NA,"2023-05-31"
"TPE500105050",500105050,"TPE","YouBike2.0_辛亥生態公園","YouBike2.0_Xinhai Ecological Park",25.00348,121.55642,"wsqqnpdxv","辛亥路四段199號","No. 199, Sec. 4, Xinhai Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500105051",500105051,"TPE","YouBike2.0_博嘉運動公園","YouBike2.0_Bo Jia Sports Park",25.00079,121.57534,"wsqqnx22n","木柵路四段159巷16號","No. 16, Ln. 159, Sec. 4, Muzha Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500105052",500105052,"TPE","YouBike2.0_國立政治大學(萬壽路)","YouBike2.0_National Chengchi University (Wanshou Rd.)",24.98841,121.57649,"wsqqnt121","萬壽路16巷6號(前)","No.6, Ln. 16, Wanshou Rd.",NA,56,NA,NA,NA,NA,"2023-05-31"
"TPE500105053",500105053,"TPE","YouBike2.0_仙岩公園","YouBike2.0_Sian Yan Park",24.99797,121.54982,"wsqqjytzs","仙岩路16巷37號旁","No. 37, Ln. 16, Xianyan Rd.",NA,11,NA,NA,NA,NA,"2023-05-31"
"TPE500105054",500105054,"TPE","YouBike2.0_政大一街口","YouBike2.0_Zhengda 1st St.",24.98543,121.58006,"wsqqns7ys","政大一街19號對側","No. 19, Zhengda 1st St. (Opposite)",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105055",500105055,"TPE","YouBike2.0_文山第二行政中心","YouBike2.0_Wenshan 2nd District Office",25.00115,121.55142,"wsqqjzr43","興隆路二段160-1號前","No. 160-1, Sec. 2, Xinglong Rd.",NA,30,NA,NA,NA,NA,"2023-05-31"
"TPE500105056",500105056,"TPE","YouBike2.0_移民署訓練中心","YouBike2.0_National Immigration Agency Training Center",24.99271,121.55865,"wsqqnju31","興隆路三段306號","No. 306, Sec. 3, Xinglong Rd.",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500105057",500105057,"TPE","YouBike2.0_海巡署(南側)","YouBike2.0_Coast Guard Administration (South)",24.99472,121.55949,"wsqqnnhuv","興隆路三段211號對側(公車亭後)","No. 211, Sec. 3, Xinglong Rd. (Opposite)",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500105058",500105058,"TPE","YouBike2.0_明道國小東南側","YouBike2.0_Ming Dao Elementary School (Southeast)",24.98695,121.56456,"wsqqnk8xe","興隆路四段109巷116號對側","No. 116, Ln. 109, Sec. 4, Muzha Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500105059",500105059,"TPE","YouBike2.0_木南公園","YouBike2.0_Mu Nan Park",24.98662,121.57071,"wsqqnktjd","木新路二段永安街22巷口","Sec. 2, Muxin Rd. & Ln. 22, Yong'an St. Intersection",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500105060",500105060,"TPE","YouBike2.0_實踐國中(木新路三段310巷口)","YouBike2.0_Shijian Junior High School (Ln. 310, Sec. 3, Muxin Rd.)",24.98339,121.55645,"wsqqnh4dy","忠順街一段木新路三段310巷口","Sec. 1, Zhongshun St. & Ln. 310, Sec. 3, Muxin Rd. Intersection",NA,17,NA,NA,NA,NA,"2023-05-31"
"TPE500105061",500105061,"TPE","YouBike2.0_師範大學公館校區_1","YouBike2.0_National Taiwan Normal University Gongguan Campus_1",25.00753,121.53719,"wsqqm8kxm","師大公館校區校門口(汀州路側)","National Taiwan Normal University Gongguan Campus (Tingzhou Rd.)",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500105062",500105062,"TPE","YouBike2.0_捷運動物園站(2號出口)","YouBike2.0_MRT Taipei Zoo Sta. (Exit 2)",24.99766,121.57875,"wsqqnwdvy","新光路二段28號前","No. 28, Sec. 2, Xinguang Rd.",NA,39,NA,NA,NA,NA,"2023-05-31"
"TPE500105063",500105063,"TPE","YouBike2.0_政大水岸電梯","YouBike2.0_Waterfront Elevator",24.982,121.5717,"wsqqn7vf9","政治大學水岸電梯旁","NCCU College of Waterfront Elevator",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500105064",500105064,"TPE","YouBike2.0_敦南山林","YouBike2.0_Dunnan Forest",25.00264,121.5768,"wsqqnx9db","木柵路四段159巷16弄(社區出入口對側)","Aly. 16, Ln. 159, Sec. 4, Muzha Rd.",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105065",500105065,"TPE","YouBike2.0_辛亥路五段73巷口","YouBike2.0_Ln. 73, Sec. 5, Xinhai Rd.",24.99811,121.55307,"wsqqnnb0x","辛亥路五段75-1號前人行道","No. 75-1, Sec. 5, Xinhai Rd.",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500105066",500105066,"TPE","YouBike2.0_景美污水抽水站","YouBike2.0_Jingmei Pumping Station",25.01076,121.53637,"wsqqm9h44","汀州路四段10號北側人行道","No. 10, Sec. 4, Tingzhou Rd. (North)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105067",500105067,"TPE","YouBike2.0_萬和三號公園(北側)","YouBike2.0_Wan He NO.3 Park",25.00345,121.53636,"wsqqjxspd","溪洲街107巷(公園北側)","Ln. 107, Xizhou St.",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500105068",500105068,"TPE","YouBike2.0_景興國中","YouBike2.0_Jing Xing Junior High School",24.99609,121.54284,"wsqqjy2uc","三福街4巷與景興路46巷口","Ln. 4, Sanfu St. & Ln. 46, Jingxing Rd. Intersection",NA,10,NA,NA,NA,NA,"2023-05-31"
"TPE500105069",500105069,"TPE","YouBike2.0_景仁公園_1","YouBike2.0_Jingren Park_1",24.9966,121.5403,"wsqqjwqzw","景仁街 / 羅斯福路六段142巷口(北側)","Jingren St. & Ln. 142, Sec. 6, Roosevelt Rd. Intersection (North)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105070",500105070,"TPE","YouBike2.0_師大公館校區學二舍","YouBike2.0_NTNU Gongguan Campus (Student Dorm 2)",25.00825,121.53419,"wsqqm8d7x","臺灣師範大學學二舍西側人行道","NTNU Gongguan Campus (Student Dorm 2)",NA,40,NA,NA,NA,NA,"2023-05-31"
"TPE500105071",500105071,"TPE","YouBike2.0_景行公園","YouBike2.0_Jing Sing Park",24.99279,121.54255,"wsqqjvb9d","景中街與景中街30巷口","Jingzhong St. & Ln. 30, Jingzhong St. Intersection",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105072",500105072,"TPE","YouBike2.0_萬興國小","YouBike2.0_WangXin Elementary School",24.98939,121.57682,"wsqqnt1t9","秀明路二段114號公車亭旁","No. 114, Sec. 2, Xiuming Rd.",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500105073",500105073,"TPE","YouBike2.0_辛亥路四段77巷口","YouBike2.0_Ln. 77, Sec. 4, Xinhai Rd.",25.00743,121.55877,"wsqqq0kqu","辛亥路四段77巷口","Ln. 77, Sec. 4, Xinhai Rd.",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500105074",500105074,"TPE","YouBike2.0_景興路42巷口","YouBike2.0_Ln. 42, Jingxing Rd.",24.99696,121.54454,"wsqqjyd1c","景興路42巷與景興路口西南側","Ln. 42, Jingxing Rd. & Jingxing Rd. Intersection (Southwest)",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500105075",500105075,"TPE","YouBike2.0_木柵路三段48巷","YouBike2.0_Ln. 48, Sec. 3, Muzha Rd.",24.98768,121.56565,"wsqqnkc7u","木柵路三段48巷1弄口","Aly. 1, Ln. 48, Sec. 3, Muzha Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105076",500105076,"TPE","YouBike2.0_木柵路二段109巷","YouBike2.0_Ln. 109, Sec. 2, Muzha Rd.",24.98944,121.56195,"wsqqnjnwn","木柵路二段109巷14號旁","No. 14, Ln. 109, Sec. 2, Muzha Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105077",500105077,"TPE","YouBike2.0_試院公園","YouBike2.0_Shih Yuan Park",24.98808,121.54723,"wsqqjugyp","木柵路一段59巷29號對側","No. 29, Ln. 59, Sec. 1, Muzha Rd. (Opposite)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500105080",500105080,"TPE","YouBike2.0_萬美萬安街口","YouBike2.0_Wanmei St. & Wan'an St. Intersection",25.00223,121.57039,"wsqqnrsbe","萬美街一段/萬安街口","Sec. 1, Wanmei St. & Wan'an St. Intersection",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500105081",500105081,"TPE","YouBike2.0_興隆路二段203巷(敦南)","YouBike2.0_Ln. 203, Sec. 2, Xinglong Rd. (Dunnan)",25.00198,121.54856,"wsqqjzkzn","興隆路二段203巷16號","No. 16, Ln. 203, Sec. 2, Xinglong Rd.",NA,27,NA,NA,NA,NA,"2023-05-31"
"TPE500105082",500105082,"TPE","YouBike2.0_新光秀明路口","YouBike2.0_Xinguang Rd. & Xiuming Rd. Intersection",24.99197,121.57371,"wsqqnmxkb","新光路一段145號前","No. 145, Sec. 1, Xinguang Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106001",500106001,"TPE","YouBike2.0_臺北自來水事業處","YouBike2.0_Taipei Water Department",25.013741,121.53068,"wsqqm3xgw","思源街1號東側","No.1, Siyuan St. (East)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500106002",500106002,"TPE","YouBike2.0_汀州思源街口東南側","YouBike2.0_Tingzhou Rd. / Siyuan St. intersection (Southeast)",25.014697,121.531908,"wsqqm9bc4","汀州路三段思源街口東南側","Sec. 3, Tingzhou Rd./ Siyuan St. intersection (Southeast)",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500106003",500106003,"TPE","YouBike2.0_捷運公館站(1號出口)","YouBike2.0_MRT Gongguan Sta. (Exit 1)",25.014529,121.534374,"wsqqm9f8h","羅斯福路四段68號","No.68, Sec. 4, Roosevelt Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500106004",500106004,"TPE","YouBike2.0_捷運公館站(4號出口)","YouBike2.0_MRT Gongguan Sta. (Exit 4)",25.015069,121.533828,"wsqqm9f5r","羅斯福路四段48號","No.48, Sec. 4, Roosevelt Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500106005",500106005,"TPE","YouBike2.0_捷運古亭站(9號出口)","YouBike2.0_MRT Guting Sta. (Exit 9)",25.02694,121.52224,"wsqqmk1b3","羅斯福路二段100號(前方)","No. 100, Sec. 2, Roosevelt Rd",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500106006",500106006,"TPE","YouBike2.0_捷運古亭站(2號出口)","YouBike2.0_MRT Guting Sta. (Exit 2)",25.0255,121.52346,"wsqqm7f8j","羅斯福路二段168號前","No. 168, Sec. 2, Roosevelt Rd",NA,55,NA,NA,NA,NA,"2023-05-31"
"TPE500106007",500106007,"TPE","YouBike2.0_捷運臺電大樓站(1號出口)","YouBike2.0_MRT Taipower Building Sta. (Exit 1)",25.0197,121.529,"wsqqm6wwq","辛亥路一段/羅斯福路三段南側","Sec. 1, Xinhai Rd & Sec. 3, Roosevelt Rd (South)",NA,34,NA,NA,NA,NA,"2023-05-31"
"TPE500106008",500106008,"TPE","YouBike2.0_客家文化主題公園","YouBike2.0_Hakka Cultural Park",25.02069,121.52456,"wsqqm6gkp","師大路/金門街11巷口對側人行道","Shida Rd & Ln. 11, Jinmen St (Opposite)",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106009",500106009,"TPE","YouBike2.0_河堤國小","YouBike2.0_Taipei Municipal Heti Elementary School",25.02277,121.52289,"wsqqm7620","汀洲路二段182巷內186號旁","No. 186, Ln. 182, Sec. 2, Tingzhou Rd",NA,27,NA,NA,NA,NA,"2023-05-31"
"TPE500106010",500106010,"TPE","YouBike2.0_紀州庵","YouBike2.0_Jizhouan Heritage Building",25.02092,121.52049,"wsqqm6bt2","水源路/同安街口(東側)","Shuiyuan Rd & Tong'an St Intersection (East)",NA,25,NA,NA,NA,NA,"2023-05-31"
"TPE500106011",500106011,"TPE","YouBike2.0_捷運臺電大樓站(5號出口)","YouBike2.0_MRT Taipower Building Sta. (Exit 5)",25.02075,121.52771,"wsqqm6vu2","羅斯福路三段126號前","No. 126, Sec. 3, Roosevelt Rd",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500106012",500106012,"TPE","YouBike2.0_捷運臺電大樓站(4號出口)","YouBike2.0_MRT Taipower Building Sta. (Exit 4)",25.02102,121.52751,"wsqqm6vwh","師大路/羅斯福路三段西側","Shida Rd & Sec. 3, Roosevelt Rd (West)",NA,13,NA,NA,NA,NA,"2023-05-31"
"TPE500106013",500106013,"TPE","YouBike2.0_羅斯福三段金門街口","YouBike2.0_Sec. 3, Roosevelt Rd & Jinmen St Intersection",25.02345,121.52498,"wsqqm77u1","羅斯福路三段2號前","No. 2, Sec. 3, Roosevelt Rd Intersection",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106014",500106014,"TPE","YouBike2.0_牯嶺公園","YouBike2.0_Guling Park",25.02338,121.51889,"wsqqm5r7g","廈門街113巷/牯嶺街口(西側)","Ln. 113, Xiamen St & Guling St. Intersection (West)",NA,46,NA,NA,NA,NA,"2023-05-31"
"TPE500106015",500106015,"TPE","YouBike2.0_捷運古亭站(8號出口)","YouBike2.0_MRT Guting Sta. (Exit 8)",25.02701,121.52164,"wsqqmk12g","和平西路一段13-1號前方","No. 13-1, Sec. 1, Heping W. Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106016",500106016,"TPE","YouBike2.0_捷運古亭站(7號出口)","YouBike2.0_MRT Guting Sta. (Exit 7)",25.02805,121.52155,"wsqqmk1qc","羅斯福路二段44號前方","No. 44, Sec. 2, Roosevelt Rd.",NA,12,NA,NA,NA,NA,"2023-05-31"
"TPE500106017",500106017,"TPE","YouBike2.0_南昌公園","YouBike2.0_Nanchang Park",25.02698,121.52081,"wsqqmk0b8","和平西路一段與南昌路二段口西北側","Sec. 1, Heping W. Rd. & Sec. 2, Nanchang Rd. Intersection (Northwest)",NA,41,NA,NA,NA,NA,"2023-05-31"
"TPE500106018",500106018,"TPE","YouBike2.0_和平重慶路口","YouBike2.0_Heping & Chongqing Rd. Intersection",25.02723,121.51659,"wsqqmhjdj","和平西路一段/福州街口東側","Sec. 1, Heping W. Rd. & Fuzhou St. Intersection (East)",NA,46,NA,NA,NA,NA,"2023-05-31"
"TPE500106019",500106019,"TPE","YouBike2.0_孫立人將軍官邸","YouBike2.0_Gen.Sun Li-Jen Residence",25.02933,121.51854,"wsqqmhrn7","南昌路一段136號前","No. 136, Nanchang Rd.",NA,23,NA,NA,NA,NA,"2023-05-31"
"TPE500106020",500106020,"TPE","YouBike2.0_羅斯福路二段6巷口","YouBike2.0_Ln.6, Sec.2, Roosevelt Rd.",25.02923,121.52058,"wsqqmk2tf","羅斯福路二段/羅斯福路二段6巷口","Ln. 6, Sec. 2, Roosevelt Rd. Intersection",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500106021",500106021,"TPE","YouBike2.0_金華杭州南路口","YouBike2.0_Jinhua & Hangzhou S. Rd. Intersection",25.031,121.52211,"wsqqmkc8n","金華街口/杭州南路二段西北側","Jinhua St. & Sec. 2, Hangzhou S. Rd. Intersection (Northwest))",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500106022",500106022,"TPE","YouBike2.0_捷運中正紀念堂站(3號出口)","YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 3)",25.03239,121.51866,"wsqqmjp0n","金華街17號前方","No. 17, Jinhua St.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500106023",500106023,"TPE","YouBike2.0_捷運中正紀念堂站(4號出口)","YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 4)",25.03376,121.51772,"wsqqmjq80","羅斯福路一段5號前方","No. 5, Sec. 1, Roosevelt Rd.",NA,21,NA,NA,NA,NA,"2023-05-31"
"TPE500106024",500106024,"TPE","YouBike2.0_重慶南海路口西南側","YouBike2.0_Chongqing & Nanhai Rd. Intersection",25.03124,121.51459,"wsqqmhu1x","重慶南路二段與南海路口西南側","Sec. 2, Chongqing S. Rd. & Nanhai Rd. Intersection (Southwest)",NA,16,NA,NA,NA,NA,"2023-05-31"
"TPE500106025",500106025,"TPE","YouBike2.0_螢橋國小","YouBike2.0_Ying-Qiao Elementary School",25.02626,121.51402,"wsqqm5gu9","泉州街32號對面人行道","No. 32, Quanzhou St. (Opposite)",NA,32,NA,NA,NA,NA,"2023-05-31"
"TPE500106026",500106026,"TPE","YouBike2.0_古亭智慧圖書館","YouBike2.0_Guting Intelligent Library",25.02543,121.51052,"wsqqm59r8","中華路二段443巷45號前","No. 45, Ln. 443, Sec. 2, Zhonghua Rd",NA,14,NA,NA,NA,NA,"2023-05-31"
"TPE500106027",500106027,"TPE","YouBike2.0_永昌公園","YouBike2.0_Yongchang Park",25.02643,121.50936,"wsqqm5bmt","詔安街224號前","No. 224, Zhao'an St.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106028",500106028,"TPE","YouBike2.0_中華路二段409巷口","YouBike2.0_Ln. 409, Sec. 2, Zhonghua Rd",25.02598,121.50806,"wsqqkgz6z","中華路二段403號前","No. 403, Sec. 2, Zhonghua Rd.",NA,15,NA,NA,NA,NA,"2023-05-31"
"TPE500106029",500106029,"TPE","YouBike2.0_南機場夜市(中華路二段)","YouBike2.0_Nanjichang Night Market (Sec. 2, Zhonghua Rd)",25.02886,121.50518,"wsqqkum7e","中華路二段305巷至307巷","Ln. 305-307, Sec. 2, Zhonghua Rd",NA,41,NA,NA,NA,NA,"2023-05-31"
"TPE500106030",500106030,"TPE","YouBike2.0_南海和平路口西南側","YouBike2.0_Nanhai Rd & Sec. 2, Heping W. Rd (Southwest)",25.03024,121.50904,"wsqqmh85t","南海路與和平西路二段西南側","Nanhai Rd & Sec. 2, Heping W. Rd (Southwest)",NA,19,NA,NA,NA,NA,"2023-05-31"
"TPE500106031",500106031,"TPE","YouBike2.0_莒光和平路口","YouBike2.0_Juguang Rd & Sec. 2, Heping W. Rd Intersection",25.03132,121.50745,"wsqqkuz40","莒光路2號前","No. 2, Juguang Rd.",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500106037",500106037,"TPE","YouBike2.0_水源路11-1號旁","YouBike2.0_No. 11-1, Shuiyuan Rd",25.01602,121.52565,"wsqqm6h2b","水源路11-1號(旁)","No. 11-1, Shuiyuan Rd.",NA,19,NA,NA,NA,NA,"2023-05-31"
"TPE500106038",500106038,"TPE","YouBike2.0_南門國中","YouBike2.0_Nan Men Junior High School",25.03543,121.50834,"wsqqkvx9v","廣州街8巷/廣州街口東南側","Ln. 8, Guangzhou St/Guangzhou St Intersection. (Southeast)",NA,29,NA,NA,NA,NA,"2023-05-31"
"TPE500106039",500106039,"TPE","YouBike2.0_捷運小南門站(2號出口)","YouBike2.0_MRT Xiaonanmen Sta. (Exit 2)",25.03567,121.51006,"wsqqmj8gm","愛國西路30號之2前方","No. 30-2, Aiguo West Rd.",NA,18,NA,NA,NA,NA,"2023-05-31"
"TPE500106040",500106040,"TPE","YouBike2.0_介壽公園","YouBike2.0_Jieshou Park",25.03907,121.5138,"wsqqmn5xh","貴陽街懷寧街口(東北側)","Guiyang St & Huaining St Intersection (Northeast)",NA,23,NA,NA,NA,NA,"2023-05-31"
"TPE500106041",500106041,"TPE","YouBike2.0_中華貴陽街口","YouBike2.0_Zhonghua Rd & Guiyang St Intersection",25.03938,121.50772,"wsqqkyr0z","貴陽街一段243之1號(前)","No. 234-1, Sec. 1, Guiyang St.",NA,20,NA,NA,NA,NA,"2023-05-31"
"TPE500106042",500106042,"TPE","YouBike2.0_華山文創園區","YouBike2.0_Huashan 1914 Creative Park",25.04367,121.52849,"wsqqmrn3g","忠孝東路二段41號","No. 41, Sec. 2, Zhongxiao E. Rd.",NA,39,NA,NA,NA,NA,"2023-05-31"
"TPE500106043",500106043,"TPE","YouBike2.0_捷運善導寺站(1號出口)","YouBike2.0_MRT Shandao Temple Sta (Exit 1)",25.04527,121.5222,"wsqqmr3g2","忠孝東路一段7號","No. 7, Sec. 1, Zhongxiao E. Rd.",NA,33,NA,NA,NA,NA,"2023-05-31"
"TPE500106044",500106044,"TPE","YouBike2.0_濟南紹興路口","YouBike2.0_Jinan Rd & Shaoxing S. St Intersection",25.04193,121.52459,"wsqqmqexb","濟南紹興路口東南側","Jinan Rd & Shaoxing S. St Intersection. (Southeast)",NA,39,NA,NA,NA,NA,"2023-05-31"
